model,rank,feature,shap_value,feature_value
XGBoost-biophysical,1,cdr3_W,1.1098977327346802,0.0
XGBoost-biophysical,1,cdr3_W,0.946213722229004,0.0
XGBoost-biophysical,1,cdr3_W,1.1031574010849,0.0
XGBoost-biophysical,1,cdr3_W,-1.982394456863403,1.0
XGBoost-biophysical,1,cdr3_W,-2.251927137374878,1.0
XGBoost-biophysical,1,cdr3_W,-2.0236425399780273,1.0
XGBoost-biophysical,1,cdr3_W,0.7455779910087585,0.0
XGBoost-biophysical,1,cdr3_W,0.5031154155731201,0.0
XGBoost-biophysical,1,cdr3_W,0.8284240365028381,0.0
XGBoost-biophysical,1,cdr3_W,0.5836532115936279,0.0
XGBoost-biophysical,1,cdr3_W,0.9732598662376404,0.0
XGBoost-biophysical,1,cdr3_W,0.964140772819519,0.0
XGBoost-biophysical,1,cdr3_W,1.3546655178070068,0.0
XGBoost-biophysical,1,cdr3_W,-2.225221633911133,1.0
XGBoost-biophysical,1,cdr3_W,-2.564818859100342,1.0
XGBoost-biophysical,1,cdr3_W,-2.4742391109466553,2.0
XGBoost-biophysical,1,cdr3_W,1.2127039432525637,0.0
XGBoost-biophysical,1,cdr3_W,0.9584432244300842,0.0
XGBoost-biophysical,1,cdr3_W,1.123798966407776,0.0
XGBoost-biophysical,1,cdr3_W,0.3533862829208374,0.0
XGBoost-biophysical,1,cdr3_W,1.2281252145767212,0.0
XGBoost-biophysical,1,cdr3_W,-0.9902834892272948,1.0
XGBoost-biophysical,1,cdr3_W,1.0657212734222412,0.0
XGBoost-biophysical,1,cdr3_W,0.6607070565223694,0.0
XGBoost-biophysical,1,cdr3_W,1.1105413436889648,0.0
XGBoost-biophysical,1,cdr3_W,-0.9121519327163696,1.0
XGBoost-biophysical,1,cdr3_W,1.0471230745315552,0.0
XGBoost-biophysical,1,cdr3_W,-1.7605444192886353,1.0
XGBoost-biophysical,1,cdr3_W,1.3708429336547852,0.0
XGBoost-biophysical,1,cdr3_W,1.414431095123291,0.0
